,title,PMID
3081,Defective natural killer cell function in patients with hemophagocytic lymphohistiocytosis and in first degree relatives.,9773832
3082,"[Treatment of hemophagocytic lymphohistiocytosis, HLH, with bone marrow transplantation].",9743950
3083,"A distal regulatory region of the insulin-like growth factor binding protein-2 (IGFBP-2) gene interacts with the basic helix-loop-helix transcription factor, AP-4.",9741833
3084,Forced expression of Id-1 in the adult mouse small intestinal epithelium is associated with development of adenomas.,9737997
3085,"The K box, a conserved 3' UTR sequence motif, negatively regulates accumulation of enhancer of split complex transcripts.",9735368
3086,The helix-loop-helix protein Id2 is overexpressed in human pancreatic cancer.,9731481
3087,Biomarker and morphological characteristics of Epstein-Barr virus-related hemophagocytic lymphohistiocytosis.,9722893
3088,Allogeneic peripheral blood stem cell transplantation for active hemophagocytic lymphohistiocytosis.,9720748
3089,Analysis of a Caenorhabditis elegans Twist homolog identifies conserved and divergent aspects of mesodermal patterning.,9716413
3090,Id2 promotes apoptosis by a novel mechanism independent of dimerization to basic helix-loop-helix factors.,9710627
3091,Retinoic acid receptors and muscle b-HLH proteins: partners in retinoid-induced myogenesis.,9692544
3092,The development of an enzyme immunometric assay for LH and the effects of the methods on the immunoreactivity of the conjugates.,9682127
3093,Insights into the mechanism of heterodimerization from the 1H-NMR solution structure of the c-Myc-Max heterodimeric leucine zipper.,9680483
3094,Familial hemophagocytic lymphohistiocytosis: improved neurodevelopmental outcome after bone marrow transplantation.,9672524
3095,Hypoxia-inducible factor 1alpha (HIF-1alpha) is a non-heme iron protein. Implications for oxygen sensing.,966075610375303
3096,A subset of notch functions during Drosophila eye development require Su(H) and the E(spl) gene complex.,9655811
3097,"Characterization of ABF-1, a novel basic helix-loop-helix transcription factor expressed in activated B lymphocytes.",9584154
3098,Lack of transcriptional repression by max homodimers.,9632139
3099,Unrelated donor marrow transplantation for inborn errors.,9630323
3100,Heterogeneity of immune markers in hemophagocytic lymphohistiocytosis: comparative study of 9 familial and 14 familial inheritance-unproved cases.,9628431
3101,The function of hairy-related bHLH repressor proteins in cell fate decisions.,9619101
3102,Immunohistochemical localization of FSH and LH in the pituitary of male ruin lizards (Podarcis sicula campestris De Betta).,9615194
3103,Autopsy findings in 27 children with haemophagocytic lymphohistiocytosis.,9602326
3104,Calcium regulation of basic helix-loop-helix transcription factors.,9601609
3105,Nonmyogenic factors bind nicotinic acetylcholine receptor promoter elements required for response to denervation.,9582305
3106,Elevation of the serum Fas ligand in patients with hemophagocytic syndrome and Diamond-Blackfan anemia.,9531589
3107,Induction of basic helix-loop-helix protein-containing complexes during erythroid differentiation.,9572395
3108,"Structure, chromosomal locus, and promoter of mouse Hes2 gene, a homologue of Drosophila hairy and Enhancer of split.",9570950
3109,Familial hemophagocytic lymphohistiocytosis. Primary hemophagocytic lymphohistiocytosis.,9561910
3110,A role for Sp and helix-loop-helix transcription factors in the regulation of the human Id4 gene promoter activity.,9516472
3111,Mmip1: a novel leucine zipper protein that reverses the suppressive effects of Mad family members on c-myc.,9528857
3112,Age-resolving osteopetrosis: a rat model implicating microphthalmia and the related transcription factor TFE3.,9480987
3113,"XCoe2, a transcription factor of the Col/Olf-1/EBF family involved in the specification of primary neurons in Xenopus.",9501982
3114,Mitfmi-enu122 is a missense mutation in the HLH dimerization domain.,9501313
3115,Detection of the Der (21)t(12;21) chromosome forming the TEL-AML1 fusion gene in childhood acute lymphoblastic leukemia.,9498702
3116,Fluorescence in situ hybridization characterization of new translocations involving TEL (ETV6) in a wide spectrum of hematologic malignancies.,9454771
3117,A basic-helix-loop-helix protein expressed in precursors of Drosophila longitudinal visceral muscles.,9486535
3118,Identification of a highly conserved module in E proteins required for in vivo helix-loop-helix dimerization.,9446597
3119,A novel ETV6-NTRK3 gene fusion in congenital fibrosarcoma.,9462753
3120,The MXI1 tumor suppressor gene is not mutated in primary prostate cancer.,9458379
3121,Characterization of human lutropin carboxyl-terminus isoforms.,9449621
3122,Gonadotropic control of secretion of dimeric inhibins and activin A by human granulosa-luteal cells in vitro.,9447456
3123,"The Bearded box, a novel 3' UTR sequence motif, mediates negative post-transcriptional regulation of Bearded and Enhancer of split Complex gene expression.",9428421
3124,The metalloprotease-disintegrin Kuzbanian participates in Notch activation during growth and patterning of Drosophila imaginal discs.,9428413
3125,Role of E boxes in the repression of E-cadherin expression.,9425291
3126,"Helix-loop-helix proteins in Schwann cells: a study of regulation and subcellular localization of Ids, REB, and E12/47 during embryonic and postnatal development.",9418957
3127,Regulation of Id3 cell cycle function by Cdk-2-dependent phosphorylation.,9372912
3128,Use of a two-hybrid system to identify mutations in Max that confer increased affinity for Myc.,9407000
3129,Co-purification of a ribonuclease and human chorionic gonadotrophin beta-core protein from human urine and displacement of 125I-human luteinizing hormone from Candida albicans binding sites by ribonucleases.,9406851
3130,Dimerization and DNA binding facilitate alpha-helix formation of Max in solution.,9399572
3131,A network of interacting transcriptional regulators involved in Drosophila neural fate specification revealed by the yeast two-hybrid system.,9371806
3132,Helix-loop-helix factors in growth and differentiation of the vertebrate nervous system.,9388783
3133,The Drosophila gene Bearded encodes a novel small protein and shares 3' UTR sequence motifs with multiple Enhancer of split complex genes.,9374401
3134,Helix-loop-helix motif in GnRH associated peptide is critical for negative regulation of prolactin secretion.,9368654
3135,Transcriptional regulation of the mBMP-4 gene through an E-box in the 5'-flanking promoter region involving USF.,9367898
3136,A leech homolog of twist: evidence for its inheritance as a maternal mRNA.,9358036
3137,A general method to design dominant negatives to B-HLHZip proteins that abolish DNA binding.,9356439
3138,Inhibition of T cell and promotion of natural killer cell development by the dominant negative helix loop helix factor Id3.,9348318
3139,"Characterization of a putative helix-loop-helix motif in nucleotide excision repair endonuclease, XPG.",9346928
3140,"Fusion of TEL, the ETS-variant gene 6 (ETV6), to the receptor-associated kinase JAK2 as a result of t(9;12) in a lymphoid and t(9;15;12) in a myeloid leukemia.",9326218
3141,"The basic domain of myogenic basic helix-loop-helix (bHLH) proteins is the novel target for direct inhibition by another bHLH protein, Twist.",9343420
3142,Misleading results with Opus Magnum hLH assay.,9342035
3143,Synergy between suppressor of Hairless and Notch in regulation of Enhancer of split m gamma and m delta expression.,9271437
3144,The murine Sim-2 gene product inhibits transcription by active repression and functional interference.,9271372
3145,Cloning and developmental expression of Xenopus cDNAs encoding the Enhancer of split groucho and related proteins.,9300818
3146,Identification in a fish species of two Id (inhibitor of DNA binding/differentiation)-related helix-loop-helix factors expressed in the slow oxidative muscle fibers.,9288909
3147,Differential diagnosis of hemophagocytic syndrome: underlying disorders and selection of the most effective treatment.,9277044
3148,TEL is one of the targets for deletion on 12p in many cases of childhood B-lineage acute lymphoblastic leukemia.,9264373
3149,"The role of lin-22, a hairy/enhancer of split homolog, in patterning the peripheral nervous system of C. elegans.",9247331
3150,A chimeric enhancer-of-split transcriptional activator drives neural development and achaete-scute expression.,9234693
3151,Binding of upstream stimulatory factor and a cell-specific activator to the calcitonin/calcitonin gene-related peptide enhancer.,9218472
3152,Structure/calcium affinity relationships of site III of calmodulin: testing the acid pair hypothesis using calmodulin mutants.,9214312
3153,Translocation breakpoint maps 5 kb 3' from TWIST in a patient affected with Saethre-Chotzen syndrome.,9215678
3154,Uncoupling of p21 induction and MyoD activation results in the failure of irreversible cell cycle arrest in doxorubicin-treated myocytes.,9215525
3155,Follicle-stimulating hormone and luteinizing hormone/chorionic gonadotropin stimulation of vascular endothelial growth factor production by macaque granulosa cells from pre- and periovulatory follicles.,9215284
3156,Luteinizing hormone resistance syndromes.,9238276
3157,"Functional dissection of the Drosophila enhancer of split protein, a suppressor of neurogenesis.",9177203
3158,Non-familial haemophagocytic lymphohistiocytosis in children.,10968072
3159,Expression and functional role of the Id HLH family in cultured astrocytes.,9191087
3160,A C. elegans E/Daughterless bHLH protein marks neuronal but not striated muscle development.,9187144
3161,Maid: a maternally transcribed novel gene encoding a potential negative regulator of bHLH proteins in the mouse egg and zygote.,9186056
